object,,,,,,
位置 X軸, Y軸, Z軸, 回転 X軸, Y軸, Z軸, タイプ
2270.91,85,-9542.7,0,0,0,0
711.53,85,-9775.45,0,0,0,0
2222.88,85,-9656.65,0,0,0,0
2596.53,85,-9381.47,0,0,0,0
652.18,85,-8125.4,0,0,0,0
2132.02,85,-9232.88,0,0,0,0
1064.84,85,-8837.9,0,0,0,0
1409.98,85,-9183.17,0,0,0,0
761.49,85,-10126.53,0,0,0,0
1129.05,85,-8682.08,0,0,0,0
-514.31,85,-8815.9,0,0,0,0
905.58,85,-9829.11,0,0,0,0
1813.43,85,-9445.95,0,0,0,0
-1234.58,85,-8528.1,0,0,0,0
-987.24,85,-8507.99,0,0,0,0
-1364.94,85,-9091.77,0,0,0,0
-2945.44,85,-9276.46,0,0,0,0
-1143.56,85,-8592.8,0,0,0,0
-1896.22,85,-9148.38,0,0,0,0
-1277.31,85,-8857.93,0,0,0,0
-1711.84,85,-8888.21,0,0,0,0
-1588.67,85,-10392.36,0,0,0,0
-1784.37,85,-9439.82,0,0,0,0
-2166.11,85,-8849.67,0,0,0,0
-2415.21,85,-8727.46,0,0,0,0
-1997.75,85,-9424.08,0,0,0,0
-480.72,85,-9476.71,0,0,0,0
-1024.81,85,-9023.55,0,0,0,0
-1731.2,85,-8471.87,0,0,0,0
-2044.9,85,-8361.19,0,0,0,0
-1862.14,85,-9511.41,0,0,0,0
-2245.24,85,-8912.15,0,0,0,0
-700.69,85,-10087.29,0,0,0,0
-1038.62,85,-8755.62,0,0,0,0
-2030.29,85,-9096.42,0,0,0,0
-1600.28,85,-8928.74,0,0,0,0
-566.53,85,-8013.26,0,0,0,0
-1335.36,85,-7920.24,0,0,0,0
-1200.37,85,-9930.69,0,0,0,0
-1910.04,85,-8819.16,0,0,0,0
-1211.56,85,-8905.75,0,0,0,0
-2208.46,85,-9400.4,0,0,0,0
-766,85,-8583.88,0,0,0,0
-1882.92,85,-9412.05,0,0,0,0
-3268.91,85,-8811.02,0,0,0,0
-1783.98,85,-9253.26,0,0,0,0
-861.58,85,-9336.63,0,0,0,0
-810.69,85,-9201.79,0,0,0,0
-1611.72,85,-10813.41,0,0,0,0
-900.63,85,-10332.15,0,0,0,0
-950.09,85,-8760.8,0,0,0,0
-666.54,85,-8593.74,0,0,0,0
-2086.64,85,-8924.54,0,0,0,0
-1879.99,85,-9806.29,0,0,0,0
-1404.06,85,-9262.15,0,0,0,0
-1650.89,85,-8796.48,0,0,0,0
-3925.95,85,-9367.27,0,0,0,0
-4084.3,85,-10034.09,0,0,0,0
-2049.15,85,-8332.5,0,0,0,0
-3027.32,85,-8590.08,0,0,0,0
-4401.75,85,-9776.44,0,0,0,0
-1926.29,85,-8349.48,0,0,0,0
-2406.38,85,-8974.57,0,0,0,0
-3115.15,85,-8579.37,0,0,0,0
-3838.12,85,-9958.72,0,0,0,0
-3829.84,85,-10504.11,0,0,0,0
-4131.91,85,-9839.69,0,0,0,0
-3337.67,85,-9106.42,0,0,0,0
-2761.8,85,-9080.07,0,0,0,0
-3515.12,85,-9229.15,0,0,0,0
-3142.04,85,-8843.82,0,0,0,0
-1921.21,85,-8891.63,0,0,0,0
-3836.67,85,-10396.2,0,0,0,0
-2512.12,85,-9364.44,0,0,0,0
-3671.21,85,-10704.88,0,0,0,0
-6535.4,85,-7783.67,0,0,0,0
-4953.29,85,-5796.19,0,0,0,0
-6789.3,85,-7231.65,0,0,0,0
-6125.87,85,-6678.11,0,0,0,0
-6268.5,85,-7069.66,0,0,0,0
-5038.26,85,-6005.41,0,0,0,0
-3953.74,85,-4820.13,0,0,0,0
-4946.72,85,-4788.16,0,0,0,0
-4628.05,85,-5600.85,0,0,0,0
-5289.82,85,-4435.72,0,0,0,0
-4293.49,85,-4883.72,0,0,0,0
-5612.33,85,-4373,0,0,0,0
-6332.01,85,-4468.79,0,0,0,0
-5584.6,85,-5125.48,0,0,0,0
-5097.87,85,-4038.55,0,0,0,0
-5603.86,85,-4497.39,0,0,0,0
-5436.5,85,-5095.87,0,0,0,0
-5314.27,85,-4984.58,0,0,0,0
-4726.65,85,-5007.8,0,0,0,0
-5197.73,85,-5553.54,0,0,0,0
-5034.12,85,-3975.06,0,0,0,0
-4607.09,85,-5497.04,0,0,0,0
-4742.53,85,-4077.94,0,0,0,0
-4424.84,85,-4738.68,0,0,0,0
-4285.79,85,-5218.35,0,0,0,0
-4788.79,85,-4711.96,0,0,0,0
-5111.48,85,-5467.66,0,0,0,0
-4872.25,85,-4181.55,0,0,0,0
-5167.28,85,-4543.42,0,0,0,0
-3324.81,85,-4953.53,0,0,0,0
-4380.88,85,-5183.6,0,0,0,0
-4577.5,85,-4541.18,0,0,0,0
-4015.63,85,-5014.71,0,0,0,0
-4680.55,85,-5184.77,0,0,0,0
-4163.09,85,-4895.41,0,0,0,0
-3471.9,85,-4644.08,0,0,0,0
-6300.76,85,-4814.82,0,0,0,0
-4996.56,85,-5316.29,0,0,0,0
-4399.63,85,-4792.85,0,0,0,0
-4838.51,85,-4995.38,0,0,0,0
-5294.08,85,-4500.97,0,0,0,0
-4576.96,85,-4713.13,0,0,0,0
-3224.71,85,-4521.42,0,0,0,0
-5743.59,85,-5113.55,0,0,0,0
-3942.51,85,-4509.71,0,0,0,0
-5090.89,85,-4998.97,0,0,0,0
-3951.46,85,-4941.82,0,0,0,0
-3990.8,85,-4914.29,0,0,0,0
-4703.68,85,-4033.82,0,0,0,0
-6062.33,85,-1226.61,0,0,0,0
-5702.5,85,-2642.44,0,0,0,0
-6127.36,85,-2103.39,0,0,0,0
-5746.12,85,164.09,0,0,0,0
-4990.55,85,825.25,0,0,0,0
-5642.63,85,1450.68,0,0,0,0
-4824.73,85,987.67,0,0,0,0
-5420.51,85,-228.37,0,0,0,0
-5320.38,85,17.72,0,0,0,0
-5735.89,85,171.66,0,0,0,0
-4610.86,85,1206.1,0,0,0,0
-5229.07,85,682.41,0,0,0,0
-3643.71,85,985.81,0,0,0,0
-5625.68,85,650.47,0,0,0,0
-5684.17,85,526.32,0,0,0,0
-4131.86,85,1053.94,0,0,0,0
-4657.35,85,1767.62,0,0,0,0
-4592.44,85,1442.15,0,0,0,0
-5540.56,85,782.7,0,0,0,0
-5392.51,85,3275.83,0,0,0,0
-4867.59,85,4032.53,0,0,0,0
-5214.49,85,3489.28,0,0,0,0
-5242.4,85,3560.67,0,0,0,0
-4773.1,85,1201.04,0,0,0,0
-4685.7,85,2007.53,0,0,0,0
-6314.44,85,3588.2,0,0,0,0
-6409.02,85,4106.39,0,0,0,0
-4281.89,85,2270.55,0,0,0,0
-5297.79,85,3723.39,0,0,0,0
-4724.96,85,1895.18,0,0,0,0
-5481.33,85,3924.44,0,0,0,0
-5502.66,85,3252.73,0,0,0,0
-4866.56,85,4005.65,0,0,0,0
-4715.17,85,3461.87,0,0,0,0
-4894.57,85,3244.78,0,0,0,0
-5088.58,85,3683.1,0,0,0,0
-6107.01,85,3242.26,0,0,0,0
-4831.26,85,3785.46,0,0,0,0
-4765.43,85,3198.46,0,0,0,0
-5068.2,85,3170.96,0,0,0,0
-5887.49,85,4290.17,0,0,0,0
-4153.6,85,3437.13,0,0,0,0
-3916.27,85,3353.28,0,0,0,0
-6182.79,85,3120.25,0,0,0,0
-4298.43,85,3988.36,0,0,0,0
-4447.75,85,4018.8,0,0,0,0
-5025.73,85,4258.23,0,0,0,0
-4475.88,85,3928.97,0,0,0,0
-4792.76,85,3261.86,0,0,0,0
-6198.96,85,3316.52,0,0,0,0
-5208.59,85,5501.72,0,0,0,0
-4849.74,85,5803.5,0,0,0,0
-4170.38,85,5646.68,0,0,0,0
-4768.36,85,5860,0,0,0,0
-4536.43,85,6507.64,0,0,0,0
-3794.97,85,6536.53,0,0,0,0
-5826.64,85,6362.92,0,0,0,0
-6208.14,85,6301.33,0,0,0,0
-4193.41,85,6334.19,0,0,0,0
-4928.31,85,5783.15,0,0,0,0
-4833.39,85,7318.99,0,0,0,0
-4847.39,85,5748.41,0,0,0,0
-4907.84,85,6412.59,0,0,0,0
-3860.23,85,5480.09,0,0,0,0
-5350.53,85,5501.08,0,0,0,0
-5316.95,85,5389.55,0,0,0,0
-4971.11,85,5695.95,0,0,0,0
-5050.56,85,5700.91,0,0,0,0
-4666.77,85,7203.23,0,0,0,0
-3246.09,85,5925.58,0,0,0,0
-4260.82,85,5514.18,0,0,0,0
-3938.68,85,6568.44,0,0,0,0
-5017.38,85,5633.78,0,0,0,0
-3962.23,85,5424.86,0,0,0,0
-4531.61,85,5582.1,0,0,0,0
-3875.52,85,5699.98,0,0,0,0
-6385.72,85,4549.69,0,0,0,0
-4855.18,85,7540.5,0,0,0,0
-4733.96,85,6371.56,0,0,0,0
-6367.19,85,6351.24,0,0,0,0
-4329.22,85,3841.85,0,0,0,0
-4528.25,85,5751.56,0,0,0,0
-5458.68,85,3936.7,0,0,0,0
-3020.63,85,5516.94,0,0,0,0
-5162.32,85,5590.33,0,0,0,0
-5552.98,85,6806.3,0,0,0,0
-4587.8,85,5492.76,0,0,0,0
-4462.67,85,5416.23,0,0,0,0
-5440.83,85,5293.05,0,0,0,0
-3765.93,85,6354.82,0,0,0,0
-5190.29,85,7095.65,0,0,0,0
-4824.71,85,6048.61,0,0,0,0
-5053.09,85,5605.73,0,0,0,0
-5378.31,85,5619.14,0,0,0,0
-5447.18,85,6006.42,0,0,0,0
-3511.73,85,3468.6,0,0,0,0
-2555.52,85,3945.87,0,0,0,0
-2418.31,85,2797.84,0,0,0,0
-1994.23,85,4933.34,0,0,0,0
-1384.13,85,4423.09,0,0,0,0
-2569.35,85,5213.33,0,0,0,0
-2156.4,85,4628.67,0,0,0,0
-3159.01,85,5116.41,0,0,0,0
-1819.55,85,4111.6,0,0,0,0
-2532.35,85,4337.43,0,0,0,0
-2536.35,85,4642.83,0,0,0,0
-3917.58,85,4052.92,0,0,0,0
-2297.37,85,4653.26,0,0,0,0
-2390.54,85,4147.92,0,0,0,0
-3328.13,85,5372.07,0,0,0,0
-2230.56,85,5194.23,0,0,0,0
-2472.03,85,5682.11,0,0,0,0
-3174,85,4964.62,0,0,0,0
-1639.7,85,5169.03,0,0,0,0
-2023.53,85,5408.92,0,0,0,0
-2687.6,85,4604.67,0,0,0,0
-1590.65,85,4584.95,0,0,0,0
-1979.6,85,4657.55,0,0,0,0
-2531.06,85,5078.22,0,0,0,0
-1991.89,85,3919.6,0,0,0,0
-2101.01,85,4644.3,0,0,0,0
-1091.04,85,4529.67,0,0,0,0
-2503.73,85,3182.63,0,0,0,0
-2899.09,85,4504.4,0,0,0,0
-2731.39,85,5150.02,0,0,0,0
-2488.97,85,5106.35,0,0,0,0
-2602.72,85,5631.91,0,0,0,0
-2198.93,85,2686.4,0,0,0,0
-2398.13,85,5158.54,0,0,0,0
-2502.76,85,2877.16,0,0,0,0
-1984.53,85,5379.88,0,0,0,0
-1008.34,85,4383.97,0,0,0,0
-2464.97,85,3777.03,0,0,0,0
-1906.47,85,4881.76,0,0,0,0
-709.57,85,2155.04,0,0,0,0
216.65,85,2610.44,0,0,0,0
-779.54,85,2599.85,0,0,0,0
-460.34,85,2853.08,0,0,0,0
-1010.49,85,3971.76,0,0,0,0
36.35,85,1818.6,0,0,0,0
789.04,85,2725.23,0,0,0,0
-836.49,85,2959.5,0,0,0,0
1346.86,85,2634.89,0,0,0,0
-1612.28,85,3541.27,0,0,0,0
732.04,85,5273.01,0,0,0,0
-1129.38,85,3932.35,0,0,0,0
567.97,85,1749.46,0,0,0,0
251.2,85,2702.28,0,0,0,0
-381.86,85,2442.77,0,0,0,0
351.61,85,2845.81,0,0,0,0
-161.58,85,5192.25,0,0,0,0
-863.35,85,3978.73,0,0,0,0
135.02,85,1980.37,0,0,0,0
219.41,85,2887.3,0,0,0,0
-810.04,85,4396.76,0,0,0,0
2635.08,85,2577.39,0,0,0,0
3574.2,85,2218.59,0,0,0,0
2470.48,85,2838.13,0,0,0,0
2261.98,85,2374.04,0,0,0,0
2924.87,85,5678.6,0,0,0,0
3416.19,85,2519.8,0,0,0,0
2290.54,85,2263.76,0,0,0,0
2649.82,85,2514.81,0,0,0,0
2530.71,85,2282.49,0,0,0,0
4951.1,85,5674.28,0,0,0,0
4498.6,85,2056.42,0,0,0,0
9940.87,85,1316.3,0,0,0,0
9883.26,85,-369.34,0,0,0,0
9583.74,85,1290.98,0,0,0,0
9482.43,85,1945.61,0,0,0,0
8960.07,85,2035.49,0,0,0,0
10499.19,85,1887.17,0,0,0,0
9729.45,85,669.57,0,0,0,0
10547.6,85,1960.24,0,0,0,0
10047.75,85,2062.8,0,0,0,0
10030.4,85,1279.66,0,0,0,0
9035.84,85,1263.21,0,0,0,0
10270.14,85,639.47,0,0,0,0
11004.97,85,1542.75,0,0,0,0
9138.2,85,1075.87,0,0,0,0
10150.02,85,54.1,0,0,0,0
9667.62,85,1390.46,0,0,0,0
10242.08,85,1122.88,0,0,0,0
8419.31,85,1429.21,0,0,0,0
9668.83,85,1339.17,0,0,0,0
10390.99,85,114.59,0,0,0,0
9693.92,85,764.92,0,0,0,0
10434.44,85,1823.27,0,0,0,0
9911.91,85,1446.85,0,0,0,0
8985.59,85,358.49,0,0,0,0
9287.27,85,1677.23,0,0,0,0
9266.87,85,86.47,0,0,0,0
9482.22,85,1340.53,0,0,0,0
9888.12,85,1118.47,0,0,0,0
10419.95,85,1004.99,0,0,0,0
9258.08,85,996.19,0,0,0,0
9680.63,85,812.98,0,0,0,0
10851.82,85,731.13,0,0,0,0
11224.81,85,1138.73,0,0,0,0
10407.19,85,577.14,0,0,0,0
10597.8,85,1348.24,0,0,0,0
10803.81,85,1347.41,0,0,0,0
11018.54,85,1257.09,0,0,0,0
8423.5,85,726.97,0,0,0,0
7401.52,85,827.71,0,0,0,0
7977.67,85,1516.77,0,0,0,0
7416.6,85,1661.82,0,0,0,0
7891.14,85,476.12,0,0,0,0
7171.63,85,739.61,0,0,0,0
7434.29,85,670.7,0,0,0,0
8704.15,85,489.01,0,0,0,0
7313.92,85,927.56,0,0,0,0
8330.28,85,-1387,0,0,0,0
8609.91,85,380.83,0,0,0,0
7774.31,85,1598.69,0,0,0,0
8070.68,85,512.96,0,0,0,0
7385.92,85,753.34,0,0,0,0
8982.58,85,-14.74,0,0,0,0
9980.81,85,513.11,0,0,0,0
8016.39,85,720.39,0,0,0,0
7413.09,85,1564.95,0,0,0,0
7751.34,85,-1228.65,0,0,0,0
8157.43,85,1299.26,0,0,0,0
6755.93,85,1511.79,0,0,0,0
7790.28,85,1684.65,0,0,0,0
8045.55,85,516.46,0,0,0,0
8183.96,85,1639.55,0,0,0,0
6855.85,85,-925.54,0,0,0,0
9712.8,85,648.15,0,0,0,0
8250.14,85,493.61,0,0,0,0
7547.96,85,1252,0,0,0,0
7806.45,85,1430.29,0,0,0,0
5598.22,85,1557.92,0,0,0,0
6232.61,85,1383.54,0,0,0,0
7838.25,85,1354.66,0,0,0,0
6064.28,85,1391.89,0,0,0,0
6795.56,85,2057.18,0,0,0,0
6405.59,85,1806.99,0,0,0,0
6357.19,85,1843.7,0,0,0,0
4444.26,85,1156.2,0,0,0,0
6287.34,85,1400.23,0,0,0,0
6802.51,85,893.3,0,0,0,0
6713.71,85,1833.5,0,0,0,0
6687.78,85,1479.39,0,0,0,0
5067.88,85,1608.43,0,0,0,0
6260.98,85,2120.07,0,0,0,0
6222.58,85,713.94,0,0,0,0
5514.8,85,1423.31,0,0,0,0
6518.61,85,1372.88,0,0,0,0
4601.44,85,1357.43,0,0,0,0
5779.16,85,2200.88,0,0,0,0
6294.08,85,1558.08,0,0,0,0
5966.33,85,1952.69,0,0,0,0
5882.59,85,1352.92,0,0,0,0
5376.01,85,1267.94,0,0,0,0
5827.59,85,1787.01,0,0,0,0
6305.07,85,1578.82,0,0,0,0
4684.64,85,1582.37,0,0,0,0
7266.11,85,2443.97,0,0,0,0
5752.45,85,1390.46,0,0,0,0
6498.98,85,1559.22,0,0,0,0
7076.31,85,1319.82,0,0,0,0
7032.6,85,1604.3,0,0,0,0
6534.53,85,1135.81,0,0,0,0
5945.86,85,1319.11,0,0,0,0
4771.14,85,824.7,0,0,0,0
5805.69,85,782.93,0,0,0,0
7077.26,85,1082.74,0,0,0,0
6353.98,85,2164.97,0,0,0,0
6896.25,85,1131.04,0,0,0,0
3788.64,85,2237.85,0,0,0,0
3611.98,85,2081.19,0,0,0,0
3921.79,85,2212.3,0,0,0,0
5076.79,85,1558.85,0,0,0,0
4892.17,85,1787.7,0,0,0,0
3482.74,85,2047.02,0,0,0,0
2441.51,85,2265.44,0,0,0,0
4953.06,85,1213.15,0,0,0,0
4945.34,85,1009.22,0,0,0,0
3922.87,85,1697.72,0,0,0,0
4830.28,85,1339.56,0,0,0,0
5697.88,85,1553.41,0,0,0,0
4366.67,85,1248.77,0,0,0,0
4450.2,85,1874.38,0,0,0,0
4729.34,85,810.8,0,0,0,0
4534.25,85,1284.05,0,0,0,0
4340.96,85,1819.4,0,0,0,0
3932.13,85,1745.37,0,0,0,0
4873.85,85,1932.05,0,0,0,0
5046.73,85,2044.26,0,0,0,0
936.46,85,1828.5,0,0,0,0
864.85,85,2478.74,0,0,0,0
2505.72,85,2108.7,0,0,0,0
1294.93,85,2275.06,0,0,0,0
1729.44,85,1801.61,0,0,0,0
1728.16,85,1956.26,0,0,0,0
1805.99,85,1983.47,0,0,0,0
1242.32,85,1626.16,0,0,0,0
1434.9,85,1849.41,0,0,0,0
2099.33,85,2198.8,0,0,0,0
1446.83,85,1908.87,0,0,0,0
1612.33,85,1810.99,0,0,0,0
1344.71,85,2028.12,0,0,0,0
1271.9,85,2704.64,0,0,0,0
2239.53,85,2218.11,0,0,0,0
-1543.41,85,2244.62,0,0,0,0
-1418.17,85,1266.06,0,0,0,0
-233.98,85,2632.96,0,0,0,0
-1749.62,85,1947.42,0,0,0,0
-1054.21,85,1444.97,0,0,0,0
-1135.84,85,1961.34,0,0,0,0
-862.61,85,1515.58,0,0,0,0
-502.46,85,2978.06,0,0,0,0
-1377.69,85,2941.26,0,0,0,0
-1136.81,85,2500.84,0,0,0,0
-2455.8,85,1448.76,0,0,0,0
-144.68,85,1761.23,0,0,0,0
-75.69,85,2181.89,0,0,0,0
-1344.42,85,2474.86,0,0,0,0
-41.9,85,1982.62,0,0,0,0
-2235.85,85,1265.38,0,0,0,0
-991.18,85,1368.73,0,0,0,0
-1862.64,85,1690.5,0,0,0,0
201.32,85,2145.62,0,0,0,0
-1398.26,85,2107.46,0,0,0,0
-1043.59,85,2571.13,0,0,0,0
-302.56,85,1932.33,0,0,0,0
-1869.96,85,946.42,0,0,0,0
-331.09,85,1671.09,0,0,0,0
-1202.33,85,1647.51,0,0,0,0
-1965.87,85,387.93,0,0,0,0
-427.67,85,2091.7,0,0,0,0
-888.43,85,1668.35,0,0,0,0
-1852.1,85,1448.36,0,0,0,0
-1706.45,85,3045.62,0,0,0,0
-2940.66,85,1359.18,0,0,0,0
-1754.64,85,1212.15,0,0,0,0
-2896.19,85,930.25,0,0,0,0
-3089.16,85,2093.68,0,0,0,0
-1074.41,85,1196.03,0,0,0,0
-3567.39,85,1352.74,0,0,0,0
-1781.84,85,1024.75,0,0,0,0
-2429.86,85,1008.81,0,0,0,0
-2340.42,85,1228.64,0,0,0,0
-2701.36,85,1015.52,0,0,0,0
-1434.01,85,1214.77,0,0,0,0
-3676.86,85,2018.75,0,0,0,0
-2020.97,85,899.8,0,0,0,0
-2873.38,85,1146.8,0,0,0,0
-2723.91,85,1219.88,0,0,0,0
-3301.21,85,1527.45,0,0,0,0
-2807.64,85,1854.37,0,0,0,0
-2726.28,85,1888.42,0,0,0,0
-3971.07,85,1235.8,0,0,0,0
-2004.02,85,611.89,0,0,0,0
-1705.23,85,1519.16,0,0,0,0
-2305.84,85,966.21,0,0,0,0
-3686.97,85,1033.99,0,0,0,0
-2619.88,85,990.93,0,0,0,0
-2638.46,85,2298.09,0,0,0,0
-1329.54,85,1248.16,0,0,0,0
-3392.74,85,801,0,0,0,0
-3588.16,85,2208.3,0,0,0,0
-2592.49,85,1176.82,0,0,0,0
-1925.96,85,903.73,0,0,0,0
-1944.49,85,880.39,0,0,0,0
-2359.21,85,294.65,0,0,0,0
-2358.56,85,1669.32,0,0,0,0
-2138.34,85,1125.88,0,0,0,0
-4691.13,85,1127.45,0,0,0,0
-3016.32,85,982.28,0,0,0,0
-3956.27,85,1236.12,0,0,0,0
-2535.68,85,430.99,0,0,0,0
-3765.63,85,1150.03,0,0,0,0
-2185.44,85,1326.17,0,0,0,0
-3177.66,85,830.8,0,0,0,0
-4750.37,85,1048.69,0,0,0,0
-3078.43,85,842.98,0,0,0,0
-1639.25,85,-2151.01,0,0,0,0
-1777.17,85,-646.16,0,0,0,0
-1356.6,85,-2440.88,0,0,0,0
-1852.8,85,-156.1,0,0,0,0
-1961.5,85,-515.72,0,0,0,0
-1859.9,85,-509.84,0,0,0,0
-1262.36,85,973.02,0,0,0,0
-1982.5,85,-52.25,0,0,0,0
-1834.53,85,-782.86,0,0,0,0
-1659.68,85,-1175.32,0,0,0,0
-1623.4,85,-1701.99,0,0,0,0
-1867.95,85,-1479.97,0,0,0,0
-1831.23,85,-672.41,0,0,0,0
-2445.34,85,705.1,0,0,0,0
-1949.19,85,-588.43,0,0,0,0
-1929.89,85,-728.59,0,0,0,0
-1828.26,85,-1080.4,0,0,0,0
-1833.24,85,-650.01,0,0,0,0
-331.72,85,-2601.89,0,0,0,0
-883.67,85,-2008.59,0,0,0,0
-522.54,85,-2378.76,0,0,0,0
2712.62,85,-1362.4,0,0,0,0
2909.16,85,-2171.67,0,0,0,0
2367.92,85,-2046.06,0,0,0,0
2612.08,85,-1683.19,0,0,0,0
1940.44,85,-1694.52,0,0,0,0
2576.27,85,-1554.82,0,0,0,0
1868.11,85,-1993.04,0,0,0,0
2247.54,85,-1478.38,0,0,0,0
2129.98,85,-2401.36,0,0,0,0
4643.31,85,-2051.41,0,0,0,0
4996.87,85,-1367.5,0,0,0,0
5672,85,-930.21,0,0,0,0
6237.56,85,-1259.14,0,0,0,0
4579.28,85,-1920.89,0,0,0,0
6614.54,85,-802.62,0,0,0,0
6144.27,85,-1166.49,0,0,0,0
6717.11,85,-947,0,0,0,0
7089.5,85,-1296.14,0,0,0,0
5375.27,85,-1411.11,0,0,0,0
6423.28,85,-793.46,0,0,0,0
4595.51,85,-891.76,0,0,0,0
5658.06,85,-915.64,0,0,0,0
4484.53,85,-1581.28,0,0,0,0
4325.4,85,-1156.33,0,0,0,0
5226.85,85,-1580.9,0,0,0,0
5074.37,85,-1526.29,0,0,0,0
6148.88,85,-936.04,0,0,0,0
4619.98,85,-887.41,0,0,0,0
3831.16,85,-1248.61,0,0,0,0
4860.47,85,-1055.21,0,0,0,0
5345.04,85,-1474.45,0,0,0,0
4628.53,85,-2335.62,0,0,0,0
5220.48,85,-2166.65,0,0,0,0
4912.93,85,-1023.94,0,0,0,0
5463.2,85,-1814.58,0,0,0,0
5390.1,85,-1706.21,0,0,0,0
4491.86,85,-662.01,0,0,0,0
5020.74,85,-850.19,0,0,0,0
4100.7,85,-1304.11,0,0,0,0
6194.08,85,-904.28,0,0,0,0
6167.91,85,-865.91,0,0,0,0
7904.76,85,-1099.77,0,0,0,0
8389.83,85,-1929.93,0,0,0,0
7854.59,85,-1588.5,0,0,0,0
10009.91,85,-1074.77,0,0,0,0
10079.64,85,-1056.75,0,0,0,0
7982.33,85,-953.61,0,0,0,0
7519.29,85,-1152.01,0,0,0,0
8203.34,85,-2032.43,0,0,0,0
7056.81,85,-1721.49,0,0,0,0
8403.28,85,-1976.66,0,0,0,0
8288.52,85,-2419.32,0,0,0,0
8226.69,85,-1767.63,0,0,0,0
8016.3,85,-1922.53,0,0,0,0
7279.63,85,-660.41,0,0,0,0
8576.69,85,-2349.95,0,0,0,0
7523.75,85,-1029.73,0,0,0,0
7805.84,85,-1547.85,0,0,0,0
8479.55,85,-2845.87,0,0,0,0
8650.62,85,-2302.69,0,0,0,0
7176.54,85,-1666.63,0,0,0,0
8060.81,85,-1811.01,0,0,0,0
8407.27,85,-1808.82,0,0,0,0
8226.04,85,-2207.12,0,0,0,0
8477.14,85,-2381.16,0,0,0,0
10789.64,85,-997.96,0,0,0,0
10709.77,85,-1344.24,0,0,0,0
10650.06,85,-445.42,0,0,0,0
10435.5,85,-1226.7,0,0,0,0
10506.93,85,153.52,0,0,0,0
10958.9,85,-1192.74,0,0,0,0
10586.59,85,402.57,0,0,0,0
10270.33,85,-641.38,0,0,0,0
10409.77,85,-1546.42,0,0,0,0
10367.06,85,-1827.73,0,0,0,0
10268.67,85,-227.81,0,0,0,0
10633.45,85,-95.12,0,0,0,0
9729.19,85,-1210,0,0,0,0
10342.48,85,-294.42,0,0,0,0
10681.78,85,-445.84,0,0,0,0
10984.59,85,-899.03,0,0,0,0
10320.64,85,-1767.43,0,0,0,0
10964.18,85,-663.97,0,0,0,0
10600.28,85,-1064.69,0,0,0,0
10222.99,85,-1020.95,0,0,0,0
10149.27,85,-3075.16,0,0,0,0
10864.66,85,-1036.62,0,0,0,0
10287.5,85,-1428.23,0,0,0,0
10568.23,85,-684.7,0,0,0,0
10503.5,85,-696.34,0,0,0,0
10195.92,85,-649.8,0,0,0,0
10838.76,85,-322.58,0,0,0,0
10402.48,85,-1000.01,0,0,0,0
9749.04,85,-627.37,0,0,0,0
10953.35,85,-1249.16,0,0,0,0
10501.67,85,-1049.18,0,0,0,0
9934.74,85,-1772.88,0,0,0,0
10043.31,85,-2941.05,0,0,0,0
10216.63,85,-1774.51,0,0,0,0
9955.11,85,-2067.32,0,0,0,0
10383.37,85,-2220.66,0,0,0,0
10644.13,85,-2563.1,0,0,0,0
10595.91,85,-3149.56,0,0,0,0
6814.21,85,-3466.81,0,0,0,0
6630.6,85,-2398.44,0,0,0,0
8059.55,85,-3295.21,0,0,0,0
7526.45,85,-2685.49,0,0,0,0
7536.14,85,-3299.61,0,0,0,0
6823.65,85,-3185.65,0,0,0,0
5695.98,85,-3562.69,0,0,0,0
7358.35,85,-2813.84,0,0,0,0
7289.38,85,-2858.17,0,0,0,0
6912.78,85,-3121.19,0,0,0,0
7912.4,85,-2620.8,0,0,0,0
7348.75,85,-2245.36,0,0,0,0
8252.18,85,-3114.54,0,0,0,0
7471.88,85,-3364.55,0,0,0,0
7056.62,85,-3424.87,0,0,0,0
7689.74,85,-2936.57,0,0,0,0
7259.6,85,-2168.96,0,0,0,0
6752.83,85,-3424.91,0,0,0,0
5574.03,85,-1873.35,0,0,0,0
3388.97,85,-3397.08,0,0,0,0
4746.58,85,-2726.96,0,0,0,0
4944.64,85,-3244.92,0,0,0,0
5587.9,85,-3167.51,0,0,0,0
4478.24,85,-2787.85,0,0,0,0
5844.38,85,-2859.68,0,0,0,0
4072.5,85,-3213.26,0,0,0,0
4918.94,85,-3689.65,0,0,0,0
3919.85,85,-2277.64,0,0,0,0
5127.2,85,-2568.87,0,0,0,0
4186.14,85,-3100.84,0,0,0,0
4743.22,85,-4497.45,0,0,0,0
5973.35,85,-3359.64,0,0,0,0
4877.76,85,-2893.67,0,0,0,0
5312.28,85,-1778.85,0,0,0,0
4429.28,85,-4132.34,0,0,0,0
4583.64,85,-2769.08,0,0,0,0
5800.41,85,-3167.43,0,0,0,0
5570.03,85,-2826.72,0,0,0,0
4785.96,85,-3383.44,0,0,0,0
4949.17,85,-2811.95,0,0,0,0
5465.82,85,-2572.49,0,0,0,0
5529.98,85,-3603.88,0,0,0,0
5894.16,85,-3133.74,0,0,0,0
4826.15,85,-2840,0,0,0,0
4741.77,85,-4760.65,0,0,0,0
5525.79,85,-3246.66,0,0,0,0
4176.93,85,-4373.19,0,0,0,0
