object
位置 X軸, Y軸, Z軸, タイプ
-4872.25, 185.00, -4181.55, 0
-5167.28, 180.00, -4543.42, 0
-3324.81, 190.00, -4953.53, 0
-4380.88, 180.00, -5183.60, 0
-4577.50, 185.00, -4541.18, 0
-4015.63, 185.00, -5014.71, 0
-4680.55, 180.00, -5184.77, 0
-4163.09, 185.00, -4895.41, 0
-3471.90, 190.00, -4644.08, 0
-6300.76, 165.00, -4814.82, 0
-4996.56, 173.71, -5316.29, 0
-4399.63, 185.00, -4792.85, 0
-4838.51, 180.00, -4995.38, 0
-5294.08, 180.00, -4500.97, 0
-4576.96, 185.00, -4713.13, 0
-3224.71, 195.00, -4521.42, 0
-5743.59, 170.00, -5113.55, 0
-3942.51, 190.00, -4509.71, 0
-5090.89, 180.00, -4998.97, 0
-3951.46, 185.00, -4941.82, 0
-3990.80, 185.00, -4914.29, 0
-4703.68, 185.00, -4033.82, 0
-6062.33, 205.00, -1226.61, 0
-5702.50, 195.00, -2642.44, 0
-6127.36, 200.00, -2103.39, 0
-5746.12, 208.59, 164.09, 0
-4990.55, 210.00, 825.25, 0
-5642.63, 220.00, 1450.68, 0
-4824.73, 218.77, 987.67, 0
-5420.51, 205.11, -228.37, 0
-5320.38, 205.00, 17.72, 0
-5735.89, 207.83, 171.66, 0
-4610.86, 220.00, 1206.10, 0
-5229.07, 210.00, 682.41, 0
-3643.71, 206.42, 985.81, 0
-5625.68, 210.00, 650.47, 0
-5684.17, 205.00, 526.32, 0
-4131.86, 215.00, 1053.94, 0
-4657.35, 215.00, 1767.62, 0
-4592.44, 215.06, 1442.15, 0
-5540.56, 210.00, 782.70, 0
-5392.51, 200.00, 3275.83, 0
-4867.59, 196.75, 4032.53, 0
-5214.49, 200.00, 3489.28, 0
-5242.40, 200.00, 3560.67, 0
-4773.10, 220.10, 1201.04, 0
-4685.70, 215.00, 2007.53, 0
-6314.44, 195.00, 3588.20, 0
-6409.02, 184.10, 4106.39, 0
-4281.89, 210.00, 2270.55, 0
-5297.79, 200.00, 3723.39, 0
-4724.96, 215.00, 1895.18, 0
-5481.33, 195.00, 3924.44, 0
-5502.66, 195.00, 3252.73, 0
-4866.56, 199.44, 4005.65, 0
-4715.17, 205.00, 3461.87, 0
-4894.57, 200.00, 3244.78, 0
-5088.58, 200.00, 3683.10, 0
-6107.01, 195.00, 3242.26, 0
-4831.26, 201.45, 3785.46, 0
-4765.43, 203.46, 3198.46, 0
-5068.20, 200.00, 3170.96, 0
-5887.49, 185.00, 4290.17, 0
-4153.60, 210.00, 3437.13, 0
-3916.27, 215.00, 3353.28, 0
-6182.79, 195.00, 3120.25, 0
-4298.43, 205.00, 3988.36, 0
-4447.75, 202.11, 4018.80, 0
-5025.73, 190.00, 4258.23, 0
-4475.88, 202.10, 3928.97, 0
-4792.76, 205.00, 3261.86, 0
-6198.96, 195.00, 3316.52, 0
-5208.59, 175.00, 5501.72, 0
-4849.74, 180.00, 5803.50, 0
-4170.38, 190.00, 5646.68, 0
-4768.36, 179.00, 5860.00, 0
-4536.43, 175.00, 6507.64, 0
-3794.97, 180.00, 6536.53, 0
-5826.64, 165.00, 6362.92, 0
-6208.14, 155.00, 6301.33, 0
-4193.41, 180.00, 6334.19, 0
-4928.31, 181.69, 5783.15, 0
-4833.39, 173.10, 7318.99, 0
-4847.39, 185.00, 5748.41, 0
-4907.84, 175.00, 6412.59, 0
-3860.23, 190.00, 5480.09, 0
-5350.53, 175.00, 5501.08, 0
-5316.95, 175.00, 5389.55, 0
-4971.11, 185.00, 5695.95, 0
-5050.56, 185.00, 5700.91, 0
-4666.77, 175.00, 7203.23, 0
-3246.09, 180.00, 5925.58, 0
-4260.82, 190.00, 5514.18, 0
-3938.68, 180.00, 6568.44, 0
-5017.38, 185.00, 5633.78, 0
-3962.23, 190.00, 5424.86, 0
-4531.61, 185.00, 5582.10, 0
-3875.52, 190.00, 5699.98, 0
-6385.72, 176.43, 4549.69, 0
-4855.18, 165.95, 7540.50, 0
-4733.96, 175.00, 6371.56, 0
-6367.19, 155.00, 6351.24, 0
-4329.22, 210.00, 3841.85, 0
-4528.25, 184.84, 5751.56, 0
-5458.68, 195.00, 3936.70, 0
-3020.63, 190.00, 5516.94, 0
-5162.32, 180.00, 5590.33, 0
-5552.98, 165.00, 6806.30, 0
-4587.80, 185.00, 5492.76, 0
-4462.67, 185.00, 5416.23, 0
-5440.83, 175.70, 5293.05, 0
-3765.93, 180.00, 6354.82, 0
-5190.29, 175.00, 7095.65, 0
-4824.71, 175.00, 6048.61, 0
-5053.09, 185.00, 5605.73, 0
-5378.31, 175.00, 5619.14, 0
-5447.18, 165.00, 6006.42, 0
-3511.73, 215.00, 3468.60, 0
-2555.52, 200.00, 3945.87, 0
-2418.31, 210.00, 2797.84, 0
-1994.23, 190.00, 4933.34, 0
-1384.13, 190.00, 4423.09, 0
-2569.35, 190.00, 5213.33, 0
-2156.40, 190.00, 4628.67, 0
-3159.01, 190.00, 5116.41, 0
-1819.55, 200.00, 4111.60, 0
-2532.35, 200.00, 4337.43, 0
-2536.35, 190.00, 4642.83, 0
-3917.58, 199.71, 4052.92, 0
-2297.37, 190.00, 4653.26, 0
-2390.54, 200.00, 4147.92, 0
-3328.13, 190.00, 5372.07, 0
-2230.56, 190.00, 5194.23, 0
-2472.03, 180.00, 5682.11, 0
-3174.00, 190.00, 4964.62, 0
-1639.70, 190.00, 5169.03, 0
-2023.53, 189.11, 5408.92, 0
-2687.60, 193.29, 4604.67, 0
-1590.65, 190.00, 4584.95, 0
-1979.60, 190.00, 4657.55, 0
-2531.06, 190.00, 5078.22, 0
-1991.89, 200.00, 3919.60, 0
-2101.01, 190.00, 4644.30, 0
-1091.04, 185.00, 4529.67, 0
-2503.73, 210.00, 3182.63, 0
-2899.09, 200.00, 4504.40, 0
-2731.39, 190.00, 5150.02, 0
-2488.97, 190.00, 5106.35, 0
-2602.72, 185.00, 5631.91, 0
-2198.93, 210.00, 2686.40, 0
-2398.13, 190.00, 5158.54, 0
-2502.76, 210.28, 2877.16, 0
-1984.53, 190.00, 5379.88, 0
-1008.34, 185.00, 4383.97, 0
-2464.97, 205.00, 3777.03, 0
-1906.47, 190.00, 4881.76, 0
-709.57, 200.00, 2155.04, 0
216.65, 190.00, 2610.44, 0
-779.54, 200.00, 2599.85, 0
-460.34, 190.00, 2853.08, 0
-1010.49, 190.00, 3971.76, 0
36.35, 190.00, 1818.60, 0
789.04, 175.00, 2725.23, 0
-836.49, 195.00, 2959.50, 0
1346.86, 171.83, 2634.89, 0
-1612.28, 200.00, 3541.27, 0
732.04, 165.00, 5273.01, 0
-1129.38, 190.00, 3932.35, 0
567.97, 190.00, 1749.46, 0
251.20, 185.00, 2702.28, 0
-381.86, 195.00, 2442.77, 0
351.61, 180.00, 2845.81, 0
-161.58, 165.00, 5192.25, 0
-863.35, 187.13, 3978.73, 0
135.02, 190.00, 1980.37, 0
219.41, 180.00, 2887.30, 0
-810.04, 180.00, 4396.76, 0
2635.08, 165.00, 2577.39, 0
3574.20, 160.00, 2218.59, 0
2470.48, 162.95, 2838.13, 0
2261.98, 170.00, 2374.04, 0
2924.87, 150.00, 5678.60, 0
3416.19, 160.00, 2519.80, 0
2290.54, 170.00, 2263.76, 0
2649.82, 168.54, 2514.81, 0
2530.71, 170.00, 2282.49, 0
4951.10, 120.00, 5674.28, 0
4498.60, 149.50, 2056.42, 0
9940.87, 60.00, 1316.30, 0
9883.26, 35.00, -369.34, 0
9583.74, 60.00, 1290.98, 0
9482.43, 60.00, 1945.61, 0
8960.07, 70.00, 2035.49, 0
10499.19, 55.00, 1887.17, 0
9729.45, 55.00, 669.57, 0
10547.60, 55.00, 1960.24, 0
10047.75, 55.22, 2062.80, 0
10030.40, 56.96, 1279.66, 0
9035.84, 65.00, 1263.21, 0
10270.14, 45.00, 639.47, 0
11004.97, 45.00, 1542.75, 0
9138.20, 61.18, 1075.87, 0
10150.02, 35.00, 54.10, 0
9667.62, 60.00, 1390.46, 0
10242.08, 50.00, 1122.88, 0
8419.31, 72.92, 1429.21, 0
9668.83, 60.00, 1339.17, 0
10390.99, 35.00, 114.59, 0
9693.92, 55.00, 764.92, 0
10434.44, 55.00, 1823.27, 0
9911.91, 60.00, 1446.85, 0
8985.59, 65.00, 358.49, 0
9287.27, 60.00, 1677.23, 0
9266.87, 55.00, 86.47, 0
9482.22, 60.00, 1340.53, 0
9888.12, 60.00, 1118.47, 0
10419.95, 50.00, 1004.99, 0
9258.08, 60.00, 996.19, 0
9680.63, 55.00, 812.98, 0
10851.82, 30.00, 731.13, 0
11224.81, 28.87, 1138.73, 0
10407.19, 35.00, 577.14, 0
10597.80, 50.00, 1348.24, 0
10803.81, 45.00, 1347.41, 0
11018.54, 40.00, 1257.09, 0
8423.50, 65.00, 726.97, 0
7401.52, 90.00, 827.71, 0
7977.67, 85.00, 1516.77, 0
7416.60, 95.00, 1661.82, 0
7891.14, 72.61, 476.12, 0
7171.63, 92.84, 739.61, 0
7434.29, 90.00, 670.70, 0
8704.15, 65.00, 489.01, 0
7313.92, 90.00, 927.56, 0
8330.28, 45.00, -1387.00, 0
8609.91, 65.00, 380.83, 0
7774.31, 85.00, 1598.69, 0
8070.68, 70.00, 512.96, 0
7385.92, 90.00, 753.34, 0
8982.58, 60.00, -14.74, 0
9980.81, 50.00, 513.11, 0
8016.39, 75.00, 720.39, 0
7413.09, 95.00, 1564.95, 0
7751.34, 50.00, -1228.65, 0
8157.43, 80.00, 1299.26, 0
6755.93, 110.00, 1511.79, 0
7790.28, 85.00, 1684.65, 0
8045.55, 70.00, 516.46, 0
8183.96, 81.60, 1639.55, 0
6855.85, 85.00, -925.54, 0
9712.80, 55.00, 648.15, 0
8250.14, 65.00, 493.61, 0
7547.96, 90.00, 1252.00, 0
7806.45, 85.00, 1430.29, 0
5598.22, 130.00, 1557.92, 0
6232.61, 121.74, 1383.54, 0
7838.25, 85.00, 1354.66, 0
6064.28, 125.00, 1391.89, 0
6795.56, 110.00, 2057.18, 0
6405.59, 120.00, 1806.99, 0
6357.19, 120.00, 1843.70, 0
4444.26, 145.57, 1156.20, 0
6287.34, 120.02, 1400.23, 0
6802.51, 105.00, 893.30, 0
6713.71, 110.00, 1833.50, 0
6687.78, 111.22, 1479.39, 0
5067.88, 140.00, 1608.43, 0
6260.98, 121.89, 2120.07, 0
6222.58, 116.39, 713.94, 0
5514.80, 130.00, 1423.31, 0
6518.61, 115.00, 1372.88, 0
4601.44, 145.00, 1357.43, 0
5779.16, 125.00, 2200.88, 0
6294.08, 125.00, 1558.08, 0
5966.33, 125.00, 1952.69, 0
5882.59, 130.00, 1352.92, 0
5376.01, 135.00, 1267.94, 0
5827.59, 127.24, 1787.01, 0
6305.07, 124.49, 1578.82, 0
4684.64, 145.00, 1582.37, 0
7266.11, 100.00, 2443.97, 0
5752.45, 130.00, 1390.46, 0
6498.98, 115.00, 1559.22, 0
7076.31, 100.00, 1319.82, 0
7032.60, 100.43, 1604.30, 0
6534.53, 115.00, 1135.81, 0
5945.86, 130.00, 1319.11, 0
4771.14, 142.89, 824.70, 0
5805.69, 125.00, 782.93, 0
7077.26, 100.00, 1082.74, 0
6353.98, 120.00, 2164.97, 0
6896.25, 105.00, 1131.04, 0
3788.64, 155.00, 2237.85, 0
3611.98, 160.00, 2081.19, 0
3921.79, 155.00, 2212.30, 0
5076.79, 140.00, 1558.85, 0
4892.17, 140.00, 1787.70, 0
3482.74, 160.00, 2047.02, 0
2441.51, 170.00, 2265.44, 0
4953.06, 140.00, 1213.15, 0
4945.34, 140.47, 1009.22, 0
3922.87, 157.71, 1697.72, 0
4830.28, 145.00, 1339.56, 0
5697.88, 130.00, 1553.41, 0
4366.67, 150.00, 1248.77, 0
4450.20, 150.00, 1874.38, 0
4729.34, 145.00, 810.80, 0
4534.25, 145.00, 1284.05, 0
4340.96, 150.00, 1819.40, 0
3932.13, 155.00, 1745.37, 0
4873.85, 140.00, 1932.05, 0
5046.73, 140.00, 2044.26, 0
936.46, 185.00, 1828.50, 0
864.85, 175.00, 2478.74, 0
2505.72, 170.00, 2108.70, 0
1294.93, 175.00, 2275.06, 0
1729.44, 175.00, 1801.61, 0
1728.16, 175.00, 1956.26, 0
1805.99, 175.00, 1983.47, 0
1242.32, 185.00, 1626.16, 0
1434.90, 175.00, 1849.41, 0
2099.33, 170.00, 2198.80, 0
1446.83, 175.00, 1908.87, 0
1612.33, 175.00, 1810.99, 0
1344.71, 175.00, 2028.12, 0
1271.90, 172.35, 2704.64, 0
2239.53, 170.00, 2218.11, 0
-1543.41, 215.00, 2244.62, 0
-1418.17, 220.00, 1266.06, 0
-233.98, 190.00, 2632.96, 0
-1749.62, 220.00, 1947.42, 0
-1054.21, 210.92, 1444.97, 0
-1135.84, 210.00, 1961.34, 0
-862.61, 210.00, 1515.58, 0
-502.46, 190.00, 2978.06, 0
-1377.69, 205.00, 2941.26, 0
-1136.81, 205.00, 2500.84, 0
-2455.80, 230.00, 1448.76, 0
-144.68, 190.00, 1761.23, 0
-75.69, 190.00, 2181.89, 0
-1344.42, 205.00, 2474.86, 0
-41.90, 190.00, 1982.62, 0
-2235.85, 225.00, 1265.38, 0
-991.18, 215.00, 1368.73, 0
-1862.64, 225.95, 1690.50, 0
201.32, 190.00, 2145.62, 0
-1398.26, 215.00, 2107.46, 0
-1043.59, 204.36, 2571.13, 0
-302.56, 190.00, 1932.33, 0
-1869.96, 215.00, 946.42, 0
-331.09, 195.00, 1671.09, 0
-1202.33, 210.00, 1647.51, 0
-1965.87, 210.00, 387.93, 0
-427.67, 196.94, 2091.70, 0
-888.43, 210.00, 1668.35, 0
-1852.10, 225.00, 1448.36, 0
-1706.45, 205.00, 3045.62, 0
-2940.66, 220.00, 1359.18, 0
-1754.64, 221.21, 1212.15, 0
-2896.19, 213.41, 930.25, 0
-3089.16, 220.63, 2093.68, 0
-1074.41, 220.00, 1196.03, 0
-3567.39, 215.00, 1352.74, 0
-1781.84, 220.00, 1024.75, 0
-2429.86, 215.00, 1008.81, 0
-2340.42, 220.00, 1228.64, 0
-2701.36, 215.00, 1015.52, 0
-1434.01, 220.00, 1214.77, 0
-3676.86, 225.00, 2018.75, 0
-2020.97, 219.98, 899.80, 0
-2873.38, 215.00, 1146.80, 0
-2723.91, 216.99, 1219.88, 0
-3301.21, 220.00, 1527.45, 0
-2807.64, 230.00, 1854.37, 0
-2726.28, 230.00, 1888.42, 0
-3971.07, 210.00, 1235.80, 0
-2004.02, 210.00, 611.89, 0
-1705.23, 226.92, 1519.16, 0
-2305.84, 215.00, 966.21, 0
-3686.97, 205.30, 1033.99, 0
-2619.88, 215.00, 990.93, 0
-2638.46, 220.00, 2298.09, 0
-1329.54, 220.00, 1248.16, 0
-3392.74, 210.00, 801.00, 0
-3588.16, 215.00, 2208.30, 0
-2592.49, 215.00, 1176.82, 0
-1925.96, 210.37, 903.73, 0
-1944.49, 210.00, 880.39, 0
-2359.21, 205.00, 294.65, 0
-2358.56, 230.86, 1669.32, 0
-2138.34, 223.75, 1125.88, 0
-4691.13, 220.00, 1127.45, 0
-3016.32, 211.60, 982.28, 0
-3956.27, 210.00, 1236.12, 0
-2535.68, 210.00, 430.99, 0
-3765.63, 210.00, 1150.03, 0
-2185.44, 222.38, 1326.17, 0
-3177.66, 210.00, 830.80, 0
-4750.37, 220.00, 1048.69, 0
-3078.43, 210.00, 842.98, 0
-1639.25, 190.00, -2151.01, 0
-1777.17, 205.00, -646.16, 0
-1356.60, 185.00, -2440.88, 0
-1852.80, 205.00, -156.10, 0
-1961.50, 205.00, -515.72, 0
-1859.90, 205.00, -509.84, 0
-1262.36, 220.00, 973.02, 0
-1982.50, 205.00, -52.25, 0
-1834.53, 205.00, -782.86, 0
-1659.68, 200.00, -1175.32, 0
-1623.40, 192.46, -1701.99, 0
-1867.95, 197.00, -1479.97, 0
-1831.23, 205.00, -672.41, 0
-2445.34, 215.00, 705.10, 0
-1949.19, 205.00, -588.43, 0
-1929.89, 205.00, -728.59, 0
-1828.26, 200.00, -1080.40, 0
-1833.24, 205.00, -650.01, 0
-331.72, 175.00, -2601.89, 0
-883.67, 185.00, -2008.59, 0
-522.54, 175.00, -2378.76, 0
2712.62, 190.00, -1362.40, 0
2909.16, 150.00, -2171.67, 0
2367.92, 155.00, -2046.06, 0
2612.08, 171.68, -1683.19, 0
1940.44, 180.55, -1694.52, 0
2576.27, 189.04, -1554.82, 0
1868.11, 170.00, -1993.04, 0
2247.54, 200.00, -1478.38, 0
2129.98, 160.00, -2401.36, 0
4643.31, 110.00, -2051.41, 0
4996.87, 106.50, -1367.50, 0
5672.00, 110.00, -930.21, 0
6237.56, 90.00, -1259.14, 0
4579.28, 110.00, -1920.89, 0
6614.54, 100.00, -802.62, 0
6144.27, 98.35, -1166.49, 0
6717.11, 90.30, -947.00, 0
7089.50, 55.39, -1296.14, 0
5375.27, 100.00, -1411.11, 0
6423.28, 100.00, -793.46, 0
4595.51, 140.00, -891.76, 0
5658.06, 110.00, -915.64, 0
4484.53, 115.00, -1581.28, 0
4325.40, 140.00, -1156.33, 0
5226.85, 96.91, -1580.90, 0
5074.37, 100.00, -1526.29, 0
6148.88, 105.00, -936.04, 0
4619.98, 140.00, -887.41, 0
3831.16, 150.00, -1248.61, 0
4860.47, 123.96, -1055.21, 0
5345.04, 100.00, -1474.45, 0
4628.53, 110.00, -2335.62, 0
5220.48, 93.34, -2166.65, 0
4912.93, 125.00, -1023.94, 0
5463.20, 95.00, -1814.58, 0
5390.10, 95.00, -1706.21, 0
4491.86, 148.80, -662.01, 0
5020.74, 125.00, -850.19, 0
4100.70, 144.18, -1304.11, 0
6194.08, 105.00, -904.28, 0
6167.91, 105.00, -865.91, 0
7904.76, 50.00, -1099.77, 0
8389.83, 40.00, -1929.93, 0
7854.59, 49.54, -1588.50, 0
10009.91, 32.52, -1074.77, 0
10079.64, 30.00, -1056.75, 0
7982.33, 50.00, -953.61, 0
7519.29, 50.00, -1152.01, 0
8203.34, 40.00, -2032.43, 0
7056.81, 55.00, -1721.49, 0
8403.28, 40.00, -1976.66, 0
8288.52, 40.00, -2419.32, 0
8226.69, 43.24, -1767.63, 0
8016.30, 40.00, -1922.53, 0
7279.63, 77.92, -660.41, 0
8576.69, 35.00, -2349.95, 0
7523.75, 50.00, -1029.73, 0
7805.84, 50.00, -1547.85, 0
8479.55, 35.00, -2845.87, 0
8650.62, 35.00, -2302.69, 0
7176.54, 55.00, -1666.63, 0
8060.81, 43.90, -1811.01, 0
8407.27, 40.00, -1808.82, 0
8226.04, 40.00, -2207.12, 0
8477.14, 35.00, -2381.16, 0
10789.64, 20.00, -997.96, 0
10709.77, 20.00, -1344.24, 0
10650.06, 30.00, -445.42, 0
10435.50, 25.00, -1226.70, 0
10506.93, 35.00, 153.52, 0
10958.90, 20.00, -1192.74, 0
10586.59, 35.00, 402.57, 0
10270.33, 35.00, -641.38, 0
10409.77, 25.00, -1546.42, 0
10367.06, 22.23, -1827.73, 0
10268.67, 35.00, -227.81, 0
10633.45, 30.00, -95.12, 0
9729.19, 32.08, -1210.00, 0
10342.48, 35.00, -294.42, 0
10681.78, 30.00, -445.84, 0
10984.59, 20.00, -899.03, 0
10320.64, 25.00, -1767.43, 0
10964.18, 20.00, -663.97, 0
10600.28, 25.00, -1064.69, 0
10222.99, 27.70, -1020.95, 0
10149.27, 15.00, -3075.16, 0
10864.66, 20.00, -1036.62, 0
10287.50, 25.00, -1428.23, 0
10568.23, 30.00, -684.70, 0
10503.50, 30.00, -696.34, 0
10195.92, 35.00, -649.80, 0
10838.76, 30.00, -322.58, 0
10402.48, 25.00, -1000.01, 0
9749.04, 35.10, -627.37, 0
10953.35, 20.00, -1249.16, 0
10501.67, 25.00, -1049.18, 0
9934.74, 26.53, -1772.88, 0
10043.31, 20.00, -2941.05, 0
10216.63, 25.00, -1774.51, 0
9955.11, 25.00, -2067.32, 0
10383.37, 20.00, -2220.66, 0
10644.13, 15.00, -2563.10, 0
10595.91, 10.00, -3149.56, 0
6814.21, 45.00, -3466.81, 0
6630.60, 61.94, -2398.44, 0
8059.55, 35.00, -3295.21, 0
7526.45, 41.45, -2685.49, 0
7536.14, 40.00, -3299.61, 0
6823.65, 46.44, -3185.65, 0
5695.98, 80.40, -3562.69, 0
7358.35, 45.00, -2813.84, 0
7289.38, 45.00, -2858.17, 0
6912.78, 45.00, -3121.19, 0
7912.40, 40.00, -2620.80, 0
7348.75, 45.00, -2245.36, 0
8252.18, 35.00, -3114.54, 0
7471.88, 40.00, -3364.55, 0
7056.62, 45.00, -3424.87, 0
7689.74, 40.00, -2936.57, 0
7259.60, 45.00, -2168.96, 0
6752.83, 45.00, -3424.91, 0
5574.03, 95.00, -1873.35, 0
3388.97, 145.00, -3397.08, 0
4746.58, 110.00, -2726.96, 0
4944.64, 100.54, -3244.92, 0
5587.90, 85.00, -3167.51, 0
4478.24, 115.00, -2787.85, 0
5844.38, 80.00, -2859.68, 0
4072.50, 127.75, -3213.26, 0
4918.94, 100.00, -3689.65, 0
3919.85, 120.00, -2277.64, 0
5127.20, 97.28, -2568.87, 0
4186.14, 120.00, -3100.84, 0
4743.22, 110.00, -4497.45, 0
5973.35, 75.00, -3359.64, 0
4877.76, 100.00, -2893.67, 0
5312.28, 95.00, -1778.85, 0
4429.28, 122.07, -4132.34, 0
4583.64, 110.00, -2769.08, 0
5800.41, 80.00, -3167.43, 0
5570.03, 90.00, -2826.72, 0
4785.96, 106.40, -3383.44, 0
4949.17, 100.00, -2811.95, 0
5465.82, 90.00, -2572.49, 0
5529.98, 85.00, -3603.88, 0
5894.16, 80.00, -3133.74, 0
4826.15, 104.77, -2840.00, 0
4741.77, 110.00, -4760.65, 0
5525.79, 85.00, -3246.66, 0
4176.93, 135.00, -4373.19, 0
5268.11, 90.00, -3214.19, 0
4839.34, 101.07, -4104.63, 0
5421.90, 90.00, -2588.50, 0
5449.55, 85.00, -3235.77, 0
6904.66, 45.00, -3065.22, 0
3773.11, 140.00, -3508.39, 0
5561.72, 85.00, -3645.95, 0
4952.24, 100.00, -3961.26, 0
5075.21, 100.00, -3375.10, 0
4559.51, 110.00, -2291.06, 0
4740.98, 105.00, -2340.45, 0
5111.45, 98.85, -2733.78, 0
4315.88, 120.00, -3260.03, 0
1290.55, 160.00, -2998.99, 0
2661.90, 150.00, -2739.98, 0
2180.01, 160.62, -1943.80, 0
1721.30, 155.00, -4366.11, 0
2310.60, 150.00, -2414.22, 0
2289.23, 155.00, -2954.64, 0
3056.96, 145.00, -3220.35, 0
2189.49, 150.00, -4222.89, 0
2116.53, 155.00, -4041.36, 0
2994.64, 145.00, -3129.91, 0
1348.13, 160.00, -3002.45, 0
2173.36, 155.00, -3948.46, 0
1614.19, 155.00, -3183.08, 0
1897.47, 160.00, -2502.51, 0
1990.07, 155.00, -4194.58, 0
1823.26, 155.00, -4057.32, 0
2241.37, 150.00, -4153.95, 0
2304.03, 155.00, -3015.93, 0
2644.09, 150.00, -3038.05, 0
3668.72, 140.00, -3683.46, 0
2016.74, 155.00, -3405.30, 0
2919.21, 150.00, -2405.94, 0
2421.02, 155.00, -3636.48, 0
2552.40, 150.00, -3759.01, 0
2391.24, 150.00, -3958.48, 0
3511.58, 145.00, -3634.02, 0
2834.17, 145.00, -3372.09, 0
2762.12, 145.00, -4100.55, 0
2103.54, 155.00, -3632.62, 0
2248.31, 150.00, -4206.21, 0
3103.36, 145.00, -2734.39, 0
2024.41, 150.00, -4401.32, 0
1451.14, 155.00, -3905.15, 0
2808.23, 150.00, -2931.05, 0
1889.83, 155.00, -3028.61, 0
2922.82, 145.00, -3109.73, 0
2973.43, 145.00, -3234.92, 0
1521.86, 155.00, -3294.04, 0
1813.24, 155.00, -4053.91, 0
2170.91, 150.00, -4736.92, 0
2249.33, 155.00, -3098.89, 0
2433.74, 155.00, -3148.22, 0
2000.56, 165.00, -2094.36, 0
1476.84, 155.00, -3801.67, 0
3175.88, 145.00, -3206.93, 0
-882.32, 170.00, -3193.55, 0
113.44, 165.00, -3564.29, 0
-1627.63, 195.00, -4238.91, 0
-138.38, 170.00, -3082.57, 0
-1527.20, 185.00, -2386.73, 0
-1086.06, 165.00, -3552.53, 0
-987.17, 165.00, -3756.36, 0
-516.22, 165.00, -4124.83, 0
-15.79, 165.00, -3520.92, 0
-1199.54, 174.95, -4101.12, 0
-958.12, 170.00, -3164.91, 0
-1729.59, 190.00, -3180.05, 0
-160.41, 160.00, -5008.68, 0
-518.69, 165.00, -3977.68, 0
-759.94, 165.00, -3637.65, 0
-883.07, 170.00, -3141.93, 0
21.80, 165.00, -3939.99, 0
-241.92, 169.30, -3156.96, 0
-196.51, 160.00, -4656.69, 0
-1017.97, 183.86, -2311.35, 0
-176.30, 174.66, -2803.41, 0
-470.10, 165.00, -3618.99, 0
-759.61, 170.00, -2958.13, 0
-1177.43, 185.00, -2489.10, 0
-568.37, 175.00, -2707.86, 0
-1698.41, 189.84, -3130.04, 0
-302.28, 165.00, -3569.34, 0
-318.05, 165.00, -3823.86, 0
-1175.32, 170.00, -3546.33, 0
-250.16, 175.00, -2739.27, 0
-470.44, 165.00, -4079.31, 0
19.67, 160.00, -4660.61, 0
-608.14, 170.00, -2983.87, 0
-47.85, 165.00, -3187.95, 0
-417.29, 165.00, -3953.03, 0
256.01, 160.00, -4323.08, 0
-329.60, 165.00, -3631.11, 0
-1072.30, 180.00, -2685.47, 0
-850.58, 170.00, -3305.10, 0
-584.28, 170.00, -3002.96, 0
-1729.13, 190.00, -3237.39, 0
-1218.50, 180.00, -3120.62, 0
-3407.74, 191.98, -4430.20, 0
-2853.80, 190.00, -5008.73, 0
-1581.47, 180.00, -3080.96, 0
-1065.70, 175.91, -2956.55, 0
-1723.76, 185.00, -2443.42, 0
-2576.33, 195.00, -4482.78, 0
-1706.94, 190.00, -3077.50, 0
-1117.69, 171.85, -3099.16, 0
-2674.53, 195.00, -4705.75, 0
-3072.86, 190.00, -4909.29, 0
-1593.27, 185.00, -2749.44, 0
-2831.22, 195.00, -4279.18, 0
-2099.67, 200.00, -4327.34, 0
-3018.58, 172.22, -5927.78, 0
-4215.54, 180.00, -5242.87, 0
-3011.45, 180.00, -5495.63, 0
-3251.49, 180.00, -5520.05, 0
-2643.17, 160.00, -6899.78, 0
-3778.99, 185.00, -5343.17, 0
-2917.15, 184.21, -5407.87, 0
-2560.53, 179.75, -5641.93, 0
-2448.47, 180.00, -5383.72, 0
-1554.40, 180.00, -5911.50, 0
-2231.62, 193.16, -5007.79, 0
-2611.42, 183.85, -5461.48, 0
-997.20, 170.81, -5344.72, 0
-2123.56, 200.00, -4170.32, 0
-1380.94, 183.09, -5336.94, 0
-2754.23, 175.00, -5835.85, 0
-2277.77, 200.00, -4168.68, 0
-1862.72, 185.00, -5418.77, 0
-2970.05, 172.01, -5923.68, 0
-1521.86, 176.80, -5953.87, 0
-2356.20, 180.00, -5422.24, 0
-2734.80, 185.00, -5462.39, 0
-3609.51, 180.00, -5532.94, 0
-2566.30, 181.38, -5486.23, 0
-2364.12, 175.00, -5842.42, 0
-2204.11, 200.00, -4299.67, 0
-1224.41, 177.44, -5589.21, 0
-2377.12, 200.00, -4443.23, 0
-1393.44, 165.00, -6339.85, 0
-2299.67, 175.00, -5858.87, 0
-2486.35, 183.64, -5275.89, 0
-2574.51, 185.00, -5256.53, 0
-2232.47, 195.00, -4742.23, 0
-1429.57, 165.00, -6674.96, 0
-2584.51, 170.00, -6094.03, 0
-2776.67, 182.04, -5529.57, 0
-1180.39, 175.00, -4979.61, 0
-2508.84, 200.00, -4252.81, 0
-2477.47, 190.46, -5158.97, 0
-2212.27, 165.00, -6450.18, 0
-2267.14, 165.00, -6562.55, 0
